epoch,hit@1,hit@10,hit@20,hit@50,mrr@1,mrr@10,mrr@20,mrr@50,ndcg@1,ndcg@10,ndcg@20,ndcg@50,precision@1,precision@10,precision@20,precision@50,recall@1,recall@10,recall@20,recall@50,train_loss,valid_score
113,0.069,0.3017,0.4228,0.5836,0.069,0.128,0.1363,0.1415,0.069,0.1685,0.199,0.2309,0.069,0.0302,0.0211,0.0117,0.069,0.3017,0.4228,0.5836,2376.6113,0.1685
114,0.0684,0.3031,0.4179,0.5801,0.0684,0.1278,0.1357,0.1409,0.0684,0.1686,0.1976,0.2299,0.0684,0.0303,0.0209,0.0116,0.0684,0.3031,0.4179,0.5801,2375.072,0.1686
115,0.0705,0.3003,0.4194,0.582,0.0705,0.1296,0.1379,0.1432,0.0705,0.1695,0.1996,0.232,0.0705,0.03,0.021,0.0116,0.0705,0.3003,0.4194,0.582,2374.8295,0.1695
116,0.0694,0.3043,0.4207,0.5825,0.0694,0.1305,0.1384,0.1436,0.0694,0.1711,0.2004,0.2325,0.0694,0.0304,0.021,0.0116,0.0694,0.3043,0.4207,0.5825,2373.7747,0.1711
117,0.0707,0.3017,0.4204,0.5826,0.0707,0.13,0.1382,0.1434,0.0707,0.1701,0.2,0.2323,0.0707,0.0302,0.021,0.0117,0.0707,0.3017,0.4204,0.5826,2373.1635,0.1701
118,0.0697,0.3013,0.421,0.5823,0.0697,0.1296,0.1379,0.143,0.0697,0.1698,0.1999,0.232,0.0697,0.0301,0.0211,0.0116,0.0697,0.3013,0.421,0.5823,2372.5027,0.1698
119,0.0725,0.3035,0.4204,0.5823,0.0725,0.1311,0.139,0.1442,0.0725,0.1713,0.2006,0.2329,0.0725,0.0303,0.021,0.0116,0.0725,0.3035,0.4204,0.5823,2371.8441,0.1713
120,0.0679,0.3033,0.4171,0.581,0.0679,0.1284,0.1362,0.1415,0.0679,0.1693,0.1979,0.2305,0.0679,0.0303,0.0209,0.0116,0.0679,0.3033,0.4171,0.581,2371.1378,0.1693
121,0.0694,0.3,0.42,0.5806,0.0694,0.1284,0.1366,0.1418,0.0694,0.1685,0.1986,0.2306,0.0694,0.03,0.021,0.0116,0.0694,0.3,0.42,0.5806,2370.1309,0.1685
122,0.071,0.3045,0.4159,0.5776,0.071,0.1301,0.1378,0.1431,0.071,0.1707,0.1988,0.2312,0.071,0.0304,0.0208,0.0116,0.071,0.3045,0.4159,0.5776,2369.6896,0.1707
123,0.0697,0.299,0.4185,0.5776,0.0697,0.1288,0.1371,0.1422,0.0697,0.1686,0.1988,0.2304,0.0697,0.0299,0.0209,0.0116,0.0697,0.299,0.4185,0.5776,2368.3458,0.1686
124,0.0689,0.3017,0.4209,0.577,0.0689,0.129,0.1371,0.1422,0.0689,0.1693,0.1993,0.2304,0.0689,0.0302,0.021,0.0115,0.0689,0.3017,0.4209,0.577,2368.1016,0.1693
125,0.0702,0.3017,0.419,0.5806,0.0702,0.1301,0.1382,0.1434,0.0702,0.1702,0.1998,0.232,0.0702,0.0302,0.021,0.0116,0.0702,0.3017,0.419,0.5806,2367.8489,0.1702
126,0.0719,0.306,0.419,0.581,0.0719,0.1307,0.1383,0.1436,0.0719,0.1715,0.1999,0.2321,0.0719,0.0306,0.021,0.0116,0.0719,0.306,0.419,0.581,2366.9372,0.1715
127,0.0735,0.3018,0.4215,0.5836,0.0735,0.1316,0.1398,0.145,0.0735,0.1714,0.2015,0.2336,0.0735,0.0302,0.0211,0.0117,0.0735,0.3018,0.4215,0.5836,2365.8603,0.1714
128,0.074,0.302,0.4177,0.5752,0.074,0.1319,0.1399,0.145,0.074,0.1715,0.2007,0.2321,0.074,0.0302,0.0209,0.0115,0.074,0.302,0.4177,0.5752,2365.0569,0.1715
129,0.0727,0.3017,0.4214,0.5815,0.0727,0.1314,0.1395,0.1447,0.0727,0.1712,0.2012,0.233,0.0727,0.0302,0.0211,0.0116,0.0727,0.3017,0.4214,0.5815,2364.9213,0.1712
130,0.0745,0.2993,0.42,0.5768,0.0745,0.1324,0.1406,0.1457,0.0745,0.1714,0.2017,0.2329,0.0745,0.0299,0.021,0.0115,0.0745,0.2993,0.42,0.5768,2364.1979,0.1714
131,0.0733,0.3028,0.4179,0.5801,0.0733,0.1312,0.1391,0.1444,0.0733,0.1712,0.2002,0.2325,0.0733,0.0303,0.0209,0.0116,0.0733,0.3028,0.4179,0.5801,2363.7371,0.1712
132,0.0709,0.3043,0.4185,0.5788,0.0709,0.131,0.1388,0.1439,0.0709,0.1714,0.2001,0.232,0.0709,0.0304,0.0209,0.0116,0.0709,0.3043,0.4185,0.5788,2363.0301,0.1714
133,0.0755,0.3053,0.4171,0.5793,0.0755,0.1335,0.1411,0.1464,0.0755,0.1735,0.2017,0.234,0.0755,0.0305,0.0209,0.0116,0.0755,0.3053,0.4171,0.5793,2362.1365,0.1735
134,0.0725,0.301,0.4192,0.582,0.0725,0.1314,0.1396,0.1449,0.0725,0.171,0.2009,0.2334,0.0725,0.0301,0.021,0.0116,0.0725,0.301,0.4192,0.582,2361.5155,0.171
135,0.07,0.3031,0.4189,0.5757,0.07,0.1301,0.138,0.1431,0.07,0.1705,0.1996,0.2309,0.07,0.0303,0.0209,0.0115,0.07,0.3031,0.4189,0.5757,2361.2642,0.1705
136,0.0715,0.2988,0.4195,0.578,0.0715,0.131,0.1393,0.1444,0.0715,0.1702,0.2007,0.2323,0.0715,0.0299,0.021,0.0116,0.0715,0.2988,0.4195,0.578,2360.4473,0.1702
137,0.0737,0.3035,0.4227,0.5775,0.0737,0.1326,0.1408,0.1458,0.0737,0.1725,0.2025,0.2334,0.0737,0.0303,0.0211,0.0115,0.0737,0.3035,0.4227,0.5775,2359.3706,0.1725
138,0.072,0.3035,0.422,0.5798,0.072,0.131,0.1391,0.1442,0.072,0.1712,0.201,0.2324,0.072,0.0303,0.0211,0.0116,0.072,0.3035,0.422,0.5798,2359.1985,0.1712
139,0.0748,0.3005,0.4164,0.5801,0.0748,0.1327,0.1407,0.146,0.0748,0.1719,0.2012,0.2338,0.0748,0.03,0.0208,0.0116,0.0748,0.3005,0.4164,0.5801,2358.8081,0.1719
140,0.0753,0.3022,0.4169,0.5791,0.0753,0.1324,0.1403,0.1455,0.0753,0.1719,0.2008,0.2332,0.0753,0.0302,0.0208,0.0116,0.0753,0.3022,0.4169,0.5791,2357.6748,0.1719
141,0.073,0.3015,0.4179,0.5818,0.073,0.1317,0.1397,0.145,0.073,0.1713,0.2006,0.2333,0.073,0.0301,0.0209,0.0116,0.073,0.3015,0.4179,0.5818,2357.7117,0.1713
142,0.0727,0.3058,0.4167,0.5801,0.0727,0.1322,0.1398,0.1451,0.0727,0.1726,0.2005,0.2331,0.0727,0.0306,0.0208,0.0116,0.0727,0.3058,0.4167,0.5801,2356.7273,0.1726
143,0.0733,0.3007,0.4141,0.5801,0.0733,0.1314,0.1392,0.1447,0.0733,0.1709,0.1995,0.2328,0.0733,0.0301,0.0207,0.0116,0.0733,0.3007,0.4141,0.5801,2355.9897,0.1709
144,0.0717,0.3023,0.4159,0.5791,0.0717,0.1309,0.1387,0.144,0.0717,0.1709,0.1996,0.2321,0.0717,0.0302,0.0208,0.0116,0.0717,0.3023,0.4159,0.5791,2355.808,0.1709
145,0.0743,0.3007,0.4174,0.5823,0.0743,0.1322,0.1403,0.1456,0.0743,0.1715,0.201,0.2338,0.0743,0.0301,0.0209,0.0116,0.0743,0.3007,0.4174,0.5823,2355.115,0.1715
146,0.0748,0.303,0.4197,0.5811,0.0748,0.1322,0.1402,0.1454,0.0748,0.172,0.2014,0.2335,0.0748,0.0303,0.021,0.0116,0.0748,0.303,0.4197,0.5811,2354.8194,0.172
147,0.0735,0.3028,0.4212,0.5815,0.0735,0.1318,0.1399,0.145,0.0735,0.1717,0.2014,0.2333,0.0735,0.0303,0.0211,0.0116,0.0735,0.3028,0.4212,0.5815,2353.7792,0.1717
148,0.0745,0.301,0.4214,0.58,0.0745,0.1327,0.141,0.1462,0.0745,0.1721,0.2024,0.234,0.0745,0.0301,0.0211,0.0116,0.0745,0.301,0.4214,0.58,2353.5638,0.1721
149,0.0699,0.3008,0.4202,0.5772,0.0699,0.1298,0.1379,0.143,0.0699,0.1697,0.1997,0.231,0.0699,0.0301,0.021,0.0115,0.0699,0.3008,0.4202,0.5772,2353.1208,0.1697
150,0.0728,0.3038,0.418,0.5813,0.0728,0.1328,0.1406,0.1459,0.0728,0.1727,0.2015,0.234,0.0728,0.0304,0.0209,0.0116,0.0728,0.3038,0.418,0.5813,2352.5207,0.1727
151,0.0742,0.2992,0.4189,0.5791,0.0742,0.1325,0.1408,0.146,0.0742,0.1715,0.2017,0.2336,0.0742,0.0299,0.0209,0.0116,0.0742,0.2992,0.4189,0.5791,2351.5647,0.1715
152,0.0725,0.2988,0.4171,0.577,0.0725,0.1309,0.1391,0.1442,0.0725,0.1701,0.1999,0.2318,0.0725,0.0299,0.0209,0.0115,0.0725,0.2988,0.4171,0.577,2351.561,0.1701
153,0.0762,0.3015,0.4175,0.5795,0.0762,0.1341,0.1421,0.1474,0.0762,0.1732,0.2025,0.2348,0.0762,0.0301,0.0209,0.0116,0.0762,0.3015,0.4175,0.5795,2350.6732,0.1732
154,0.0733,0.3031,0.4175,0.5806,0.0733,0.1332,0.1411,0.1464,0.0733,0.173,0.2019,0.2344,0.0733,0.0303,0.0209,0.0116,0.0733,0.3031,0.4175,0.5806,2350.2988,0.173
155,0.0758,0.298,0.4156,0.5758,0.0758,0.1327,0.1408,0.146,0.0758,0.1713,0.2009,0.2329,0.0758,0.0298,0.0208,0.0115,0.0758,0.298,0.4156,0.5758,2349.2723,0.1713
156,0.0719,0.3012,0.4197,0.5801,0.0719,0.1324,0.1406,0.1457,0.0719,0.172,0.2018,0.2338,0.0719,0.0301,0.021,0.0116,0.0719,0.3012,0.4197,0.5801,2349.3344,0.172
157,0.0758,0.3025,0.4159,0.5805,0.0758,0.1337,0.1415,0.1468,0.0758,0.1731,0.2017,0.2345,0.0758,0.0302,0.0208,0.0116,0.0758,0.3025,0.4159,0.5805,2348.6967,0.1731
158,0.0738,0.304,0.4187,0.5786,0.0738,0.1339,0.1418,0.147,0.0738,0.1737,0.2026,0.2344,0.0738,0.0304,0.0209,0.0116,0.0738,0.304,0.4187,0.5786,2348.436,0.1737
159,0.0715,0.3018,0.4189,0.5773,0.0715,0.1322,0.1402,0.1452,0.0715,0.1719,0.2013,0.2327,0.0715,0.0302,0.0209,0.0115,0.0715,0.3018,0.4189,0.5773,2348.1444,0.1719
160,0.0753,0.3033,0.42,0.5788,0.0753,0.134,0.142,0.1472,0.0753,0.1736,0.203,0.2346,0.0753,0.0303,0.021,0.0116,0.0753,0.3033,0.42,0.5788,2347.2656,0.1736
161,0.0715,0.3013,0.4169,0.5801,0.0715,0.1312,0.1392,0.1444,0.0715,0.171,0.2001,0.2326,0.0715,0.0301,0.0208,0.0116,0.0715,0.3013,0.4169,0.5801,2346.7024,0.171
162,0.075,0.3017,0.4157,0.5825,0.075,0.134,0.1417,0.1471,0.075,0.1732,0.2019,0.2351,0.075,0.0302,0.0208,0.0116,0.075,0.3017,0.4157,0.5825,2346.4305,0.1732
163,0.073,0.2995,0.4174,0.5775,0.073,0.1319,0.14,0.1452,0.073,0.1711,0.2008,0.2327,0.073,0.03,0.0209,0.0115,0.073,0.2995,0.4174,0.5775,2345.9303,0.1711
164,0.075,0.3022,0.4174,0.5795,0.075,0.1338,0.1417,0.147,0.075,0.1731,0.2022,0.2345,0.075,0.0302,0.0209,0.0116,0.075,0.3022,0.4174,0.5795,2345.8004,0.1731
165,0.0719,0.304,0.419,0.5791,0.0719,0.1331,0.141,0.1462,0.0719,0.1731,0.2021,0.234,0.0719,0.0304,0.021,0.0116,0.0719,0.304,0.419,0.5791,2344.6388,0.1731
166,0.074,0.3023,0.4156,0.5785,0.074,0.1336,0.1414,0.1467,0.074,0.1731,0.2016,0.2341,0.074,0.0302,0.0208,0.0116,0.074,0.3023,0.4156,0.5785,2345.0504,0.1731
167,0.0752,0.2988,0.4175,0.5805,0.0752,0.1334,0.1416,0.1469,0.0752,0.1721,0.202,0.2345,0.0752,0.0299,0.0209,0.0116,0.0752,0.2988,0.4175,0.5805,2344.7042,0.1721
168,0.0732,0.3002,0.4159,0.5836,0.0732,0.1326,0.1405,0.1459,0.0732,0.1717,0.2009,0.2343,0.0732,0.03,0.0208,0.0117,0.0732,0.3002,0.4159,0.5836,2344.029,0.1717
169,0.0765,0.2995,0.4184,0.5793,0.0765,0.1339,0.1422,0.1474,0.0765,0.1726,0.2026,0.2347,0.0765,0.03,0.0209,0.0116,0.0765,0.2995,0.4184,0.5793,2342.9158,0.1726
170,0.0757,0.3007,0.418,0.579,0.0757,0.1343,0.1424,0.1476,0.0757,0.1732,0.2029,0.2349,0.0757,0.0301,0.0209,0.0116,0.0757,0.3007,0.418,0.579,2343.3709,0.1732
171,0.0743,0.3003,0.4171,0.5763,0.0743,0.1324,0.1404,0.1455,0.0743,0.1716,0.201,0.2327,0.0743,0.03,0.0209,0.0115,0.0743,0.3003,0.4171,0.5763,2342.4677,0.1716
172,0.0738,0.3022,0.4139,0.5783,0.0738,0.1328,0.1405,0.1459,0.0738,0.1724,0.2005,0.2334,0.0738,0.0302,0.0207,0.0116,0.0738,0.3022,0.4139,0.5783,2341.9982,0.1724
173,0.0753,0.2982,0.4141,0.5753,0.0753,0.1323,0.1403,0.1455,0.0753,0.171,0.2003,0.2324,0.0753,0.0298,0.0207,0.0115,0.0753,0.2982,0.4141,0.5753,2341.6671,0.171
174,0.0755,0.2978,0.4151,0.5765,0.0755,0.1334,0.1416,0.1468,0.0755,0.1719,0.2016,0.2338,0.0755,0.0298,0.0208,0.0115,0.0755,0.2978,0.4151,0.5765,2341.4943,0.1719
175,0.0762,0.3005,0.4169,0.5798,0.0762,0.1345,0.1425,0.1478,0.0762,0.1733,0.2027,0.2351,0.0762,0.03,0.0208,0.0116,0.0762,0.3005,0.4169,0.5798,2340.8379,0.1733
176,0.0719,0.3048,0.4177,0.5791,0.0719,0.1326,0.1403,0.1455,0.0719,0.1728,0.2012,0.2334,0.0719,0.0305,0.0209,0.0116,0.0719,0.3048,0.4177,0.5791,2340.0776,0.1728
177,0.0755,0.3002,0.418,0.5758,0.0755,0.1327,0.1408,0.1459,0.0755,0.1718,0.2015,0.2328,0.0755,0.03,0.0209,0.0115,0.0755,0.3002,0.418,0.5758,2339.7503,0.1718
178,0.0733,0.3033,0.4149,0.5785,0.0733,0.1327,0.1403,0.1457,0.0733,0.1726,0.2006,0.2333,0.0733,0.0303,0.0207,0.0116,0.0733,0.3033,0.4149,0.5785,2340.0014,0.1726
179,0.0757,0.303,0.4195,0.5783,0.0757,0.1333,0.1412,0.1463,0.0757,0.1728,0.202,0.2337,0.0757,0.0303,0.021,0.0116,0.0757,0.303,0.4195,0.5783,2339.8142,0.1728
180,0.075,0.3007,0.4169,0.5725,0.075,0.1332,0.1413,0.1463,0.075,0.1724,0.2017,0.2327,0.075,0.0301,0.0208,0.0115,0.075,0.3007,0.4169,0.5725,2339.1332,0.1724
181,0.0767,0.3068,0.4174,0.5773,0.0767,0.1358,0.1434,0.1486,0.0767,0.1757,0.2035,0.2355,0.0767,0.0307,0.0209,0.0115,0.0767,0.3068,0.4174,0.5773,2338.5374,0.1757
182,0.0743,0.2992,0.4144,0.5786,0.0743,0.1328,0.1408,0.146,0.0743,0.1717,0.2008,0.2335,0.0743,0.0299,0.0207,0.0116,0.0743,0.2992,0.4144,0.5786,2338.0942,0.1717
183,0.0735,0.3012,0.4154,0.58,0.0735,0.1327,0.1406,0.1459,0.0735,0.1721,0.2009,0.2337,0.0735,0.0301,0.0208,0.0116,0.0735,0.3012,0.4154,0.58,2337.7482,0.1721
184,0.0768,0.304,0.419,0.5801,0.0768,0.1358,0.1438,0.149,0.0768,0.1751,0.2042,0.2362,0.0768,0.0304,0.021,0.0116,0.0768,0.304,0.419,0.5801,2337.518,0.1751
185,0.0767,0.2977,0.4129,0.5801,0.0767,0.1334,0.1414,0.1468,0.0767,0.1718,0.2009,0.2342,0.0767,0.0298,0.0206,0.0116,0.0767,0.2977,0.4129,0.5801,2337.0497,0.1718
186,0.0732,0.3031,0.4152,0.5755,0.0732,0.1334,0.1411,0.1463,0.0732,0.1731,0.2013,0.2333,0.0732,0.0303,0.0208,0.0115,0.0732,0.3031,0.4152,0.5755,2336.7621,0.1731
187,0.0743,0.3013,0.4177,0.5821,0.0743,0.1338,0.1418,0.147,0.0743,0.173,0.2022,0.2349,0.0743,0.0301,0.0209,0.0116,0.0743,0.3013,0.4177,0.5821,2336.4025,0.173
188,0.0762,0.3023,0.4162,0.578,0.0762,0.1345,0.1422,0.1475,0.0762,0.1736,0.2023,0.2345,0.0762,0.0302,0.0208,0.0116,0.0762,0.3023,0.4162,0.578,2336.1709,0.1736
189,0.0747,0.3026,0.4166,0.5765,0.0747,0.1341,0.142,0.1472,0.0747,0.1735,0.2023,0.2343,0.0747,0.0303,0.0208,0.0115,0.0747,0.3026,0.4166,0.5765,2336.2134,0.1735
190,0.0743,0.3071,0.418,0.5775,0.0743,0.1351,0.1427,0.1479,0.0743,0.1753,0.2032,0.235,0.0743,0.0307,0.0209,0.0115,0.0743,0.3071,0.418,0.5775,2335.6074,0.1753
191,0.0728,0.3058,0.4162,0.5762,0.0728,0.1335,0.141,0.1462,0.0728,0.1737,0.2015,0.2334,0.0728,0.0306,0.0208,0.0115,0.0728,0.3058,0.4162,0.5762,2334.2593,0.1737
192,0.074,0.305,0.4164,0.5767,0.074,0.1329,0.1404,0.1456,0.074,0.173,0.2009,0.2328,0.074,0.0305,0.0208,0.0115,0.074,0.305,0.4164,0.5767,2334.6001,0.173
193,0.0748,0.302,0.418,0.5773,0.0748,0.1337,0.1416,0.1468,0.0748,0.173,0.2022,0.2339,0.0748,0.0302,0.0209,0.0115,0.0748,0.302,0.418,0.5773,2333.8864,0.173
194,0.0753,0.3071,0.4189,0.5775,0.0753,0.135,0.1427,0.1479,0.0753,0.1752,0.2034,0.235,0.0753,0.0307,0.0209,0.0115,0.0753,0.3071,0.4189,0.5775,2333.763,0.1752
195,0.0765,0.3036,0.4124,0.577,0.0765,0.1354,0.1428,0.1482,0.0765,0.1747,0.2021,0.235,0.0765,0.0304,0.0206,0.0115,0.0765,0.3036,0.4124,0.577,2333.3877,0.1747
196,0.0743,0.3015,0.4194,0.5768,0.0743,0.1332,0.1413,0.1463,0.0743,0.1726,0.2022,0.2335,0.0743,0.0301,0.021,0.0115,0.0743,0.3015,0.4194,0.5768,2333.4803,0.1726
197,0.0763,0.3013,0.4184,0.5781,0.0763,0.1342,0.1422,0.1472,0.0763,0.1732,0.2026,0.2343,0.0763,0.0301,0.0209,0.0116,0.0763,0.3013,0.4184,0.5781,2333.0318,0.1732
198,0.0755,0.3045,0.4162,0.5786,0.0755,0.1343,0.1419,0.1473,0.0755,0.174,0.2021,0.2346,0.0755,0.0304,0.0208,0.0116,0.0755,0.3045,0.4162,0.5786,2332.8952,0.174
199,0.0748,0.3026,0.4156,0.5763,0.0748,0.1343,0.1421,0.1473,0.0748,0.1736,0.2021,0.2342,0.0748,0.0303,0.0208,0.0115,0.0748,0.3026,0.4156,0.5763,2332.0979,0.1736
200,0.0745,0.3007,0.4172,0.5791,0.0745,0.1333,0.1413,0.1465,0.0745,0.1724,0.2017,0.2339,0.0745,0.0301,0.0209,0.0116,0.0745,0.3007,0.4172,0.5791,2332.0317,0.1724
201,0.0745,0.3056,0.4156,0.5765,0.0745,0.1344,0.1419,0.1471,0.0745,0.1744,0.202,0.234,0.0745,0.0306,0.0208,0.0115,0.0745,0.3056,0.4156,0.5765,2331.7881,0.1744
202,0.0738,0.302,0.4161,0.579,0.0738,0.1338,0.1416,0.1468,0.0738,0.1731,0.2018,0.2342,0.0738,0.0302,0.0208,0.0116,0.0738,0.302,0.4161,0.579,2331.2854,0.1731
203,0.0785,0.3023,0.4174,0.578,0.0785,0.1357,0.1436,0.1487,0.0785,0.1746,0.2035,0.2355,0.0785,0.0302,0.0209,0.0116,0.0785,0.3023,0.4174,0.578,2331.0121,0.1746
204,0.0758,0.3002,0.4147,0.575,0.0758,0.1344,0.1422,0.1475,0.0758,0.1731,0.2019,0.234,0.0758,0.03,0.0207,0.0115,0.0758,0.3002,0.4147,0.575,2330.6947,0.1731
205,0.0724,0.2977,0.4144,0.5752,0.0724,0.1316,0.1397,0.1449,0.0724,0.1705,0.2,0.2321,0.0724,0.0298,0.0207,0.0115,0.0724,0.2977,0.4144,0.5752,2330.568,0.1705
206,0.0772,0.3079,0.4164,0.5788,0.0772,0.1361,0.1434,0.1487,0.0772,0.1762,0.2034,0.2358,0.0772,0.0308,0.0208,0.0116,0.0772,0.3079,0.4164,0.5788,2330.1203,0.1762
207,0.0737,0.3018,0.4162,0.5776,0.0737,0.1335,0.1414,0.1466,0.0737,0.1729,0.2017,0.2339,0.0737,0.0302,0.0208,0.0116,0.0737,0.3018,0.4162,0.5776,2329.7232,0.1729
208,0.073,0.3013,0.4151,0.5823,0.073,0.1324,0.1402,0.1456,0.073,0.1719,0.2006,0.2338,0.073,0.0301,0.0208,0.0116,0.073,0.3013,0.4151,0.5823,2329.8009,0.1719
209,0.0717,0.3025,0.4152,0.5791,0.0717,0.131,0.1387,0.1439,0.0717,0.171,0.1993,0.2318,0.0717,0.0302,0.0208,0.0116,0.0717,0.3025,0.4152,0.5791,2329.3988,0.171
210,0.0758,0.299,0.4094,0.5783,0.0758,0.1342,0.1419,0.1473,0.0758,0.1727,0.2007,0.2343,0.0758,0.0299,0.0205,0.0116,0.0758,0.299,0.4094,0.5783,2328.9963,0.1727
211,0.0743,0.3023,0.4157,0.5747,0.0743,0.1334,0.1412,0.1464,0.0743,0.1729,0.2015,0.2332,0.0743,0.0302,0.0208,0.0115,0.0743,0.3023,0.4157,0.5747,2328.9444,0.1729
212,0.0758,0.3013,0.4132,0.5783,0.0758,0.1345,0.1422,0.1475,0.0758,0.1734,0.2017,0.2345,0.0758,0.0301,0.0207,0.0116,0.0758,0.3013,0.4132,0.5783,2328.8456,0.1734
213,0.0745,0.3055,0.4162,0.5791,0.0745,0.1345,0.1421,0.1474,0.0745,0.1744,0.2024,0.2348,0.0745,0.0305,0.0208,0.0116,0.0745,0.3055,0.4162,0.5791,2328.5572,0.1744
214,0.076,0.3007,0.4169,0.5811,0.076,0.1345,0.1425,0.1477,0.076,0.1734,0.2026,0.2352,0.076,0.0301,0.0208,0.0116,0.076,0.3007,0.4169,0.5811,2328.7305,0.1734
215,0.0752,0.2987,0.4129,0.5767,0.0752,0.1334,0.1413,0.1466,0.0752,0.1721,0.2009,0.2336,0.0752,0.0299,0.0206,0.0115,0.0752,0.2987,0.4129,0.5767,2328.309,0.1721
216,0.076,0.3002,0.4129,0.576,0.076,0.1342,0.142,0.1473,0.076,0.173,0.2015,0.234,0.076,0.03,0.0206,0.0115,0.076,0.3002,0.4129,0.576,2328.385,0.173
217,0.0748,0.2997,0.4134,0.5724,0.0748,0.133,0.1409,0.146,0.0748,0.172,0.2007,0.2324,0.0748,0.03,0.0207,0.0114,0.0748,0.2997,0.4134,0.5724,2327.4021,0.172
218,0.0752,0.302,0.4116,0.5767,0.0752,0.1341,0.1417,0.147,0.0752,0.1734,0.201,0.2339,0.0752,0.0302,0.0206,0.0115,0.0752,0.302,0.4116,0.5767,2326.9928,0.1734
219,0.0763,0.299,0.4151,0.5767,0.0763,0.1346,0.1426,0.1479,0.0763,0.1731,0.2023,0.2346,0.0763,0.0299,0.0208,0.0115,0.0763,0.299,0.4151,0.5767,2327.1559,0.1731
220,0.0753,0.3013,0.4162,0.577,0.0753,0.1335,0.1414,0.1466,0.0753,0.1727,0.2017,0.2336,0.0753,0.0301,0.0208,0.0115,0.0753,0.3013,0.4162,0.577,2326.4676,0.1727
221,0.076,0.3033,0.4169,0.5767,0.076,0.1353,0.1432,0.1484,0.076,0.1746,0.2033,0.2352,0.076,0.0303,0.0208,0.0115,0.076,0.3033,0.4169,0.5767,2326.7618,0.1746
222,0.0752,0.3022,0.4156,0.5772,0.0752,0.1342,0.142,0.1472,0.0752,0.1735,0.2021,0.2342,0.0752,0.0302,0.0208,0.0115,0.0752,0.3022,0.4156,0.5772,2326.0912,0.1735
223,0.0778,0.3048,0.4159,0.579,0.0778,0.1363,0.1439,0.1492,0.0778,0.1757,0.2037,0.2361,0.0778,0.0305,0.0208,0.0116,0.0778,0.3048,0.4159,0.579,2325.5709,0.1757
224,0.0737,0.3018,0.4137,0.5752,0.0737,0.1327,0.1405,0.1457,0.0737,0.1722,0.2005,0.2326,0.0737,0.0302,0.0207,0.0115,0.0737,0.3018,0.4137,0.5752,2325.4971,0.1722
225,0.077,0.3026,0.4127,0.5781,0.077,0.1343,0.142,0.1473,0.077,0.1736,0.2014,0.2343,0.077,0.0303,0.0206,0.0116,0.077,0.3026,0.4127,0.5781,2325.7651,0.1736
226,0.0748,0.3013,0.4139,0.5775,0.0748,0.1342,0.1419,0.1471,0.0748,0.1732,0.2016,0.2341,0.0748,0.0301,0.0207,0.0115,0.0748,0.3013,0.4139,0.5775,2325.2799,0.1732
227,0.0775,0.3015,0.4159,0.5755,0.0775,0.1348,0.1427,0.1478,0.0775,0.1737,0.2026,0.2343,0.0775,0.0301,0.0208,0.0115,0.0775,0.3015,0.4159,0.5755,2325.2556,0.1737
228,0.0793,0.3051,0.4142,0.5803,0.0793,0.137,0.1445,0.1499,0.0793,0.1762,0.2038,0.2368,0.0793,0.0305,0.0207,0.0116,0.0793,0.3051,0.4142,0.5803,2324.4212,0.1762
229,0.0765,0.302,0.4139,0.5743,0.0765,0.1351,0.1429,0.1481,0.0765,0.1741,0.2024,0.2344,0.0765,0.0302,0.0207,0.0115,0.0765,0.302,0.4139,0.5743,2324.8093,0.1741
230,0.0788,0.3048,0.4179,0.5788,0.0788,0.1372,0.1449,0.15,0.0788,0.1763,0.2047,0.2367,0.0788,0.0305,0.0209,0.0116,0.0788,0.3048,0.4179,0.5788,2324.454,0.1763
231,0.0753,0.3023,0.4129,0.5763,0.0753,0.1342,0.1418,0.147,0.0753,0.1735,0.2013,0.2338,0.0753,0.0302,0.0206,0.0115,0.0753,0.3023,0.4129,0.5763,2324.3751,0.1735
232,0.0738,0.3026,0.4131,0.578,0.0738,0.1343,0.1419,0.1473,0.0738,0.1737,0.2016,0.2344,0.0738,0.0303,0.0207,0.0116,0.0738,0.3026,0.4131,0.578,2324.1802,0.1737
233,0.075,0.3033,0.4129,0.5781,0.075,0.1346,0.1421,0.1475,0.075,0.174,0.2017,0.2346,0.075,0.0303,0.0206,0.0116,0.075,0.3033,0.4129,0.5781,2323.7897,0.174
234,0.0763,0.3036,0.4131,0.5753,0.0763,0.1353,0.1428,0.1481,0.0763,0.1746,0.2022,0.2346,0.0763,0.0304,0.0207,0.0115,0.0763,0.3036,0.4131,0.5753,2323.545,0.1746
235,0.0775,0.3017,0.4142,0.5783,0.0775,0.1356,0.1434,0.1487,0.0775,0.1744,0.2028,0.2355,0.0775,0.0302,0.0207,0.0116,0.0775,0.3017,0.4142,0.5783,2323.1436,0.1744
236,0.074,0.3043,0.4136,0.575,0.074,0.1341,0.1417,0.1469,0.074,0.1739,0.2015,0.2337,0.074,0.0304,0.0207,0.0115,0.074,0.3043,0.4136,0.575,2323.2128,0.1739
237,0.0781,0.3013,0.4139,0.576,0.0781,0.1362,0.144,0.1492,0.0781,0.1748,0.2032,0.2355,0.0781,0.0301,0.0207,0.0115,0.0781,0.3013,0.4139,0.576,2323.4664,0.1748
